Weight_Mean,Weight_Median,Weight_Mode,Weight_Max_Mode,Date_Time
27.794,28.1,NO MODE,NO MAX_MODE,2022-07-16 17:46:56.101269
27.572,27.6,27.7,NO MAX_MODE,2022-07-16 17:55:00.416439
27.302,27.25,NO MODE,NO MAX_MODE,2022-07-16 17:58:49.260
28.308,28.2,NO MODE,NO MAX_MODE,2022-07-16 18:03:03.097657
27.142,27.3,NO MODE,NO MAX_MODE,2022-07-16 18:10:16.889559
27.35,27.05,NO MODE,NO MAX_MODE,2022-07-16 18:14:43.692102
28.142,28.25,28.4,NO MAX_MODE,2022-07-16 18:35:58.437183
28.636,28.6,28.6,NO MAX_MODE,2022-07-16 18:51:01.909782
29.294,29.4,29.4,NO MAX_MODE,2022-07-16 19:02:47.703921
28.06,28.549999999999997,29.9,NO MAX_MODE,2022-07-16 19:11:26.253623
27.188,27.0,NO MODE,NO MAX_MODE,2022-07-16 19:19:13.727200
28.106,28.65,29.2,NO MAX_MODE,2022-07-16 19:39:22.212440
26.606,26.25,NO MODE,NO MAX_MODE,2022-07-16 19:43:01.475161
27.88,28.15,29.6,NO MAX_MODE,2022-07-16 19:47:14.195510
27.628,28.0,NO MODE,NO MAX_MODE,2022-07-16 20:24:07.525625
27.66,27.7,27.5,NO MAX_MODE,2022-07-16 22:41:26.419715
27.962,28.1,NO MODE,NO MAX_MODE,2022-07-16 22:44:42.123247
27.466,27.25,NO MODE,NO MAX_MODE,2022-07-16 22:49:13.994679
26.04,25.75,25.7,NO MAX_MODE,2022-07-16 22:57:49.686829
26.984,26.85,NO MODE,NO MAX_MODE,2022-07-16 23:19:39.211798
27.384,27.6,NO MODE,NO MAX_MODE,2022-07-17 00:25:39.048743
27.706,28.2,28.4,NO MAX_MODE,2022-07-17 01:42:24.558117
26.73,27.0,24.9,NO MAX_MODE,2022-07-17 01:56:20.226193
24.946,24.65,NO MODE,NO MAX_MODE,2022-07-17 06:09:07.127262
27.58,28.0,28.3,NO MAX_MODE,2022-07-17 06:20:50.713426
25.816,25.6,NO MODE,NO MAX_MODE,2022-07-17 06:26:31.047915
27.08,27.6,27.7,NO MAX_MODE,2022-07-17 09:14:12.829311
27.138,27.25,NO MODE,NO MAX_MODE,2022-07-17 09:19:43.144153
26.578,27.4,NO MODE,NO MAX_MODE,2022-07-17 09:24:24.050407
26.206,26.45,27.0,NO MAX_MODE,2022-07-17 09:35:51.446746
27.078,27.35,27.3,NO MAX_MODE,2022-07-17 11:08:18.073213
26.562,26.4,NO MODE,NO MAX_MODE,2022-07-17 11:10:49.310766
27.898,28.2,28.3,NO MAX_MODE,2022-07-17 11:16:08.419489
27.266,27.95,NO MODE,NO MAX_MODE,2022-07-17 13:10:04.867156
27.169999999999998,27.35,NO MODE,NO MAX_MODE,2022-07-17 13:19:54.849042
26.746,26.8,NO MODE,NO MAX_MODE,2022-07-17 14:48:54.232593
28.106,28.1,NO MODE,NO MAX_MODE,2022-07-17 15:03:14.339813
26.174,27.1,28.0,NO MAX_MODE,2022-07-17 15:15:30.941076
24.804,24.95,28.1,NO MAX_MODE,2022-07-17 15:22:06.654093
29.028,29.1,29.1,NO MAX_MODE,2022-07-17 15:33:21.829349
27.39,27.45,NO MODE,NO MAX_MODE,2022-07-17 15:42:08.089161
28.276,28.0,27.9,NO MAX_MODE,2022-07-17 15:45:09.042909
26.04,25.35,NO MODE,NO MAX_MODE,2022-07-17 15:49:38.057781
28.404,28.3,28.2,NO MAX_MODE,2022-07-17 15:52:54.431986
24.342,27.3,28.3,NO MAX_MODE,2022-07-17 15:57:47.777550
28.68,28.6,28.8,NO MAX_MODE,2022-07-17 16:07:29.719410
26.052,26.0,NO MODE,NO MAX_MODE,2022-07-17 16:10:18.349364
28.576,29.1,29.4,NO MAX_MODE,2022-07-17 16:13:00.056450
29.648,29.6,NO MODE,NO MAX_MODE,2022-07-17 16:16:31.058566
28.89,28.9,29.4,NO MAX_MODE,2022-07-17 16:23:16.558227
28.904,28.8,28.6,NO MAX_MODE,2022-07-17 16:28:31.479334
29.358,29.0,29.0,NO MAX_MODE,2022-07-17 16:31:43.670057
26.778,26.95,NO MODE,NO MAX_MODE,2022-07-17 16:36:15.878422
27.128,27.0,24.7,NO MAX_MODE,2022-07-17 16:41:28.252436
28.98,29.0,NO MODE,NO MAX_MODE,2022-07-17 16:47:38.648730
25.74,25.95,NO MODE,NO MAX_MODE,2022-07-17 16:54:33.293478
27.432,27.9,28.3,NO MAX_MODE,2022-07-17 17:17:32.061947
27.74,27.95,NO MODE,NO MAX_MODE,2022-07-17 17:24:06.221763
29.318,29.6,29.7,NO MAX_MODE,2022-07-17 17:33:59.847883
29.086,29.5,29.8,NO MAX_MODE,2022-07-17 17:38:55.394098
27.814,28.65,29.6,NO MAX_MODE,2022-07-17 17:50:02.205689
27.908,27.799999999999997,30.1,NO MAX_MODE,2022-07-17 17:56:43.311127
26.59,26.15,25.9,NO MAX_MODE,2022-07-17 18:46:51.256964
28.802,28.65,28.5,NO MAX_MODE,2022-07-17 18:55:31.343985
26.448,26.4,27.9,NO MAX_MODE,2022-07-17 19:03:25.314011
